title,video_id,description,published_at,view_count,comment_count
【#賀瓏夜夜秀】柯文哲 魔鬼的計謀 記憶力考驗,XfMfYOwcdkE,"智商157 對決 身高175
 
｜🎁 薩泰爾娛樂 歲末年終慶 🎁｜
⚡️全站影音商品 9 折，還能抽 0元全站看到飽！
了解活動詳情 ➪ https://str.network/STRHOLIDAY

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜賀瓏、老Ｋ、德礎、藍恩、品喬
｜演員｜賀瓏
｜來賓｜柯文哲
｜剪輯｜詹彬
｜妝髮｜黑占寶號

VCR
｜導演｜詹彬
｜製片｜廖子寧、陳奕瑋、黃子綾
｜燈光師｜ 謝志昇
｜燈光助理｜ 鍾鎮予、羅紀煬、余家瑜旗
｜燈光器材｜燈光敵人影像工作室
｜攝影 | 侯德芬、俗辣、 Yuki
-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-05T15:35:47Z,1137454,2458
【#賀瓏夜夜秀】趙少康 戰鬥藍的老大另有其人,Ra8jwMscBD4,"非常感謝趙少康先生的「副總統辯論會」幕僚貴賓證
 
｜🎁 薩泰爾娛樂 歲末年終慶 🎁｜
⚡️全站影音商品 9 折，還能抽 0元全站看到飽！
了解活動詳情 ➪ https://str.network/STRHOLIDAY

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、Albee
｜來賓｜趙少康
｜剪輯｜強尼
｜花絮剪輯｜林侑陞
｜妝髮｜黑占寶號


-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-05T15:35:33Z,2322867,9657
【#賀瓏夜夜秀】#酸民百萬富翁｜趙少康,fHfXjUlLMRw,"某某坐擁103間的在喊居住正義？
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 RECA福氣春聯丸 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
華人春節新選擇【RECA福氣春聯丸】 🧨
擁有台灣發明氣球結構專利技術
結合書法家黃緯中老師揮毫 ，讓2D圖面書法躍上氣球 🎈
2024龍紋身的福氣春聯丸，華麗登場 ✨

▌榮獲 2023 KIDE 高雄國際發明展金牌
▌榮獲 DIS Expo Special Invention Award 杜拜特別獎
▌全台萊爾富門市、遠東百貨、誠品 Expo 都買得到
▌RECA 官網下單多顆優惠，至多7折免運

台灣下單請走 ➟ https://iiil.io/i2Wj
美國下單請走 ➟ https://iiil.io/jCuX
更多 RECA 發明資訊請洽 RECA 官網 ➟ https://reca.cc/
更多 RECA 福氣春聯丸資訊 RECA IG ➟ https://www.instagram.com/reca.roxi/

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
下單就能看 ➟ https://str.network/U3t33

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏
｜來賓｜趙少康
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-03T16:54:10Z,1285824,3380
【#賀瓏夜夜秀】欸！臺灣鐵路,2EfQuOyzjUw,"臺鐵便當的副業2024年正式公司化

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜研究員｜陳庠佑、周孟璇
｜演員｜賀瓏
｜剪輯｜卜帆
｜妝髮｜黑占寶號

-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-04T12:22:21Z,1350598,1774
【#賀瓏夜夜秀】吳欣岱、陳奕齊 最能靠美色競選的本土政黨,0lRXjHhIQV8,"ROC 和 RAP 都先不要
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 台灣基進 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、Albee
｜來賓｜吳欣岱、陳奕齊
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-05T15:35:02Z,737742,6967
【#賀瓏夜夜秀】戰鬥藍讚頌者｜吉尼丁@jinnyding0106,E7heRZ8Taho,"叫我戰鬥藍叫我戰鬥藍

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜演員｜吉尼丁、賀瓏
｜舞者｜冰火、老包
｜剪輯｜強尼
｜妝髮｜黑占寶號

音樂製作 
｜主唱｜吉尼丁 @jinnyding0106
｜作詞｜老K @ThatsOldKay、DJ Hauer @hauerhsieh
｜作曲｜吉尼丁
｜編曲｜吉尼丁
｜混音｜DJ Hauer

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-11T13:47:47Z,556511,1345
【#賀瓏夜夜秀】1/6 新聞亂報 EP8｜大選前不演了,q16wKXkJkXk,"2036年請把票投給國民黨
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 可樂研究社、德國Emma床墊 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
\ 可樂研究社，你的兩性知識專賣店 /
醫美級Play&Joy高潮潤滑液、持久液
讓你在自身與伴侶的性愛歡愉上，能有不同層次的享受 💕

許藍方親自研發極致黑G瑪卡 ✨
各式專家嚴選情趣用品都在可樂研究社
1/31 前輸入折扣碼「hello」即可享有滿千再折百 🛒
讓愛更有CP值 ➠ https://colaresearchclubs.com/ms0yo

\ 歐洲最熱銷的德國Emma床墊 /
提供100天免費試睡 🛏️
✦ 全球累計賣出超過600萬張 ✦
✦ 全台免運費、免費到府安裝 ✦

Emma官網祭出新年 55 折優惠 💥
輸入折扣碼「nightnightshow」額外再享 9 折
趕緊手刀下單 ➠ https://links.emma-sleep.com.tw/nightnightshow

#Emma床墊 #喚醒最好的自己 #emma床墊100日試睡 #德國Emma

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜演員｜賀瓏、Albee、德礎
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-07T12:55:20Z,1248653,1538
【#賀瓏夜夜秀】吳欣盈 參選副總統其實有點Shock,QWp2t0NuLzE,"請密切注意吳欣盈投票日的穿搭
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 吉拉單一麥芽蘇格蘭威士忌  邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
為台灣而生的Single Malt🥃
#吉拉雪莉12年單一麥芽蘇格蘭威士忌

英國銷售No.1的JURA吉拉，來自世界上最難抵達的海角 🌊
歷時多年為台灣消費者打造的吉拉雪莉12年
蜜甜熱帶水果氣息，濃郁滑順 💕
滿溢熱情為即將到來的吉好時光乾杯！

立即了解 ➠ https://str.network/7Ixf3

#英國銷售NO1
#遠道而來淬釀不凡
#吉拉單一麥芽蘇格蘭威士忌

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜演員｜賀瓏、Albee、德礎
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜



▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-11T13:47:19Z,2000888,11323
【#賀瓏夜夜秀】王婉諭、呱吉 一肩扛起了投票指南,C4FX-ybSrfo,"擺脫小綠，時力簽下去
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 時代力量 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏、Albee
｜來賓｜王婉諭、呱吉 邱威傑
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----

⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-10T03:45:40Z,986689,8798
【#賀瓏夜夜秀】塔羅牌占卜誰會當選總統？,rWefoZi-9ys,"民調已經封盤，只好用占卜來預測選情
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 Omi 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
🔮 來 Omi 找有緣人，一起測合盤吧！
這裡下載 👉 https://omitw.onelink.me/FykD/qrkjnel9

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜東區德、賀瓏
｜演員｜賀瓏
｜來賓｜現場觀眾
｜剪輯｜卜帆
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-11T13:46:54Z,739662,746
【#賀瓏夜夜秀】欸！特偵組,4m0ib2mt0M0,"本季《賀瓏夜夜秀》智商門檻最高的欸。

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
🔴 現正熱賣中 ➟ https://str.network/U3t33

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜研究員｜陳庠佑、周孟璇
｜演員｜賀瓏
｜剪輯｜卜帆
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-11T13:46:39Z,1246004,4760
【#賀瓏夜夜秀】六位總統大亂鬥 聊天辯論會,rv65HxmOZsg,"吃ＸＸ是我們很特殊的文化
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 DeFit 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
❤️ #DeFit x #破蛋者 🐣
幫你走路，通通免費 ➡️ https://bit.ly/hello_defit

👠 不用出門的免費走路工
🏅 #每天200公里 每個禮拜至少1000公里
🌍 滿意度最高，造福世界 #百萬用戶
🕶️ #隱蔽模式 讓你輕鬆成為破蛋者

｜🎁 薩泰爾娛樂 歲末年終慶 🎁｜
⚡️全站影音商品 9 折，還能抽 0元全站看到飽！
了解活動詳情 ➪ https://str.network/STRHOLIDAY

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜演員｜賀瓏
｜剪接｜強尼、卜帆
｜妝髮｜黑占寶號
-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-19T13:09:14Z,1320663,1329
【#賀瓏夜夜秀】黃明志 覺得台灣政治蠻好笑,Von6SpzJOiY,"敢祝賀國慶的歌手越來越少見了

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
🔴 現正熱賣中 ➪ https://str.network/r0liH

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K
｜演員｜賀瓏、Albee
｜來賓｜黃明志
｜剪輯｜俗辣
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-19T13:09:01Z,926707,1057
【#賀瓏夜夜秀】薩小舞台：華旭,52QYshP3GYc,"自由工作者的焦慮

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

▌《曾博恩：破蛋之路》正式上架
🔴 現正熱賣中 ➪ https://str.network/r0liH

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜演員｜賀瓏
｜來賓｜華旭
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-19T13:08:49Z,162005,222
【#賀瓏夜夜秀】#酸民百萬富翁｜黃明志 @namewee,eTYKnS5biY4,"某某就是唱氣氛的，他們唱功沒很好？
﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏﹏
本集影片由 德國Emma床墊 邀約製作
﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋﹋
\ 歐洲最熱銷的 #德國Emma 床墊 /
提供100天免費試睡 🛏️
✦ 全球累計賣出超過600萬張 ✦
✦ 全台免運費、免費到府安裝 ✦

Emma 祝大家龍年「龍好眠，趁大錢（台）」🐲
推出新年 55 折優惠 💥
輸入折扣碼「nightnightshow」額外再享 9 折
趕緊手刀下單 ➠ https://links.emma-sleep.com.tw/nightnightshow

#Emma床墊 #喚醒最好的自己 #emma床墊100日試睡

｜🍺賀瓏夜夜秀 專屬週邊🍺｜
▌#賀瓏杯杯 正式發售！
🔴 搶先預購 ➟ https://str.network/NTLbi

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/01/19 #God癲臭直男｜傑克
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜德礎
｜演員｜賀瓏
｜來賓｜黃明志 @namewee 
｜剪輯｜強尼
｜妝髮｜黑占寶號

-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜

▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-19T13:08:33Z,1430854,1259
【#賀瓏夜夜秀】1/20 新聞亂報 EP9｜落選夜夜秀謝票大會,kF4hhyViyFw,"啊怎麼又是你？

｜✨薩泰爾娛樂官網 近期新片✨｜
▌《G8高峰會》線上版 早鳥預購只要 245 元🔥
現在買最優惠 👉 https://str.network/SYHU2

｜🍿️薩泰爾娛樂官網 即將上架🍿️｜
⚐ 2024/02/02 #G8高峰會
⚐ 2024/02/05 #三流笑話｜藍恩、華旭、品喬
⚐ 2024/03/15 #工作人員｜李安
⚐ 2024/04/12 #我朋友的孩子都長大了｜仁頡
🔔 訂閱上片通知 ➟ https://str.network/srn

｜導演｜賀瓏
｜製作人｜潘瑋翔
｜編劇｜老K、德礎、藍恩、品喬
｜演員｜賀瓏、Albee、老K、德礎、藍恩、品喬、李安、強尼、子綾
｜剪輯｜強尼
｜妝髮｜黑占寶號
⠀
1:07 及 8:27 處之圖表，由《報導者》製作並提供授權
⠀
-----
⧉ #薩泰爾娛樂 ⧉
≡  商業合作請來信：business@strnetwork.cc  ≡
≡ 影片授權請來信：press@strnetwork.cc ≡
｜未經同意，請勿轉載｜


▍YouTube：https://www.youtube.com/c/STRNetworkasia
▍Facebook：https://www.facebook.com/strnetworkasia/
▍Instagram：https://www.instagram.com/str_network/",2024-01-26T13:37:13Z,1229811,1980
